student_id,academic_year,year_level,faculty,study_mode,entry_pathway,gender,residency_status,age,family_income_band,parental_education,scholarship_type,employment_status,attendance_pct,weekly_study_hrs,prior_gpa,internet_access,support_services_used,mental_health_support,units_enrolled,units_completed,at_risk_flag,composite_score,final_outcome,final_gpa
STU-00119,2024,2,Engineering,Part-time,High School (ATAR),Female,Domestic,21,Upper-Mid ($110–160k),Postgraduate,Merit-Based,Full-time (>20 hrs),82.3,13.7,3.99,Yes,Peer Tutoring,No,2,2,No,54.02,Pass,2.63
STU-00120,2023,3,Arts & Humanities,Full-time,TAFE / Diploma,Female,Domestic,24,Mid ($70–110k),Bachelor,None,Not Employed,63.4,16.6,3.14,Yes,None,No,4,4,No,65.79,Pass,2.14
STU-00121,2023,2,Education,Part-time,International Pathway,Female,Domestic,21,High (>$160k),No Tertiary,None,Not Employed,68.1,14.0,2.86,Yes,Multiple Services,Yes,2,2,No,59.05,Pass,2.68
STU-00122,2023,2,Engineering,Full-time,High School (ATAR),Male,International,24,Lower-Mid ($40–70k),Postgraduate,None,Part-time (≤20 hrs),71.9,14.8,2.82,Yes,None,No,4,4,No,57.56,Pass,2.38
STU-00123,2023,1,Arts & Humanities,Full-time,Transfer / Credit,Male,International,23,High (>$160k),TAFE / Certificate,None,Not Employed,70.5,15.4,2.44,Yes,None,No,4,3,No,50.88,Fail,1.11
STU-00124,2023,4,Business,Full-time,TAFE / Diploma,Female,Domestic,21,Lower-Mid ($40–70k),No Tertiary,Merit-Based,Part-time (≤20 hrs),82.7,22.0,2.71,Yes,Counselling,Yes,4,4,No,55.29,Pass,2.76
STU-00125,2022,4,Health Sciences,Full-time,High School (ATAR),Male,International,25,Lower-Mid ($40–70k),No Tertiary,None,Not Employed,72.3,16.8,2.94,Yes,None,No,4,2,No,48.77,Fail,1.84
STU-00126,2022,1,Information Technology,Part-time,High School (ATAR),Female,Domestic,23,Upper-Mid ($110–160k),Bachelor,None,Part-time (≤20 hrs),53.6,7.5,3.6,Yes,Peer Tutoring,No,2,1,Yes,50.21,Fail,1.24
STU-00127,2022,2,Health Sciences,Full-time,TAFE / Diploma,Male,International,22,Mid ($70–110k),Bachelor,None,Full-time (>20 hrs),75.1,12.1,1.71,Yes,Counselling,Yes,4,4,Yes,45.05,Pass,2.11
STU-00128,2023,3,Business,Part-time,Mature Age Entry,Male,International,21,Mid ($70–110k),Postgraduate,None,Not Employed,62.4,12.3,2.82,Yes,Academic Advisor,No,2,0,No,51.6,Fail,0.75
STU-00129,2022,3,Education,Full-time,TAFE / Diploma,Male,Domestic,23,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),64.6,26.3,2.0,Yes,None,No,4,3,No,50.07,Fail,0.56
STU-00130,2022,2,Arts & Humanities,Full-time,International Pathway,Male,Domestic,21,Mid ($70–110k),Bachelor,None,Not Employed,41.9,7.5,3.17,Yes,Counselling,Yes,4,1,Yes,43.6,Fail,1.96
STU-00131,2024,3,Health Sciences,Full-time,High School (ATAR),Male,International,24,Low (<$40k),Postgraduate,Equity / Need-Based,Part-time (≤20 hrs),66.7,28.3,2.5,No,None,No,4,4,No,52.19,Pass,2.43
STU-00132,2023,3,Health Sciences,Full-time,High School (ATAR),Female,International,23,Mid ($70–110k),TAFE / Certificate,None,Not Employed,75.1,14.5,2.54,Yes,Counselling,Yes,4,4,No,58.44,Pass,2.1
STU-00133,2022,3,Engineering,Full-time,Mature Age Entry,Male,Domestic,23,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),81.8,9.0,3.43,Yes,Counselling,Yes,4,4,No,55.62,Pass,2.73
STU-00134,2024,4,Arts & Humanities,Part-time,Transfer / Credit,Male,International,23,Lower-Mid ($40–70k),Postgraduate,Merit-Based,Not Employed,59.0,19.8,2.94,Yes,Multiple Services,Yes,2,1,Yes,48.16,Fail,0.95
STU-00135,2023,3,Health Sciences,Full-time,Transfer / Credit,Male,Domestic,23,Lower-Mid ($40–70k),No Tertiary,Merit-Based,Not Employed,75.4,26.8,3.51,Yes,Counselling,Yes,4,4,No,70.01,Distinction,3.38
STU-00136,2023,3,Arts & Humanities,Part-time,High School (ATAR),Female,Domestic,23,Lower-Mid ($40–70k),No Tertiary,Equity / Need-Based,Not Employed,85.0,17.0,3.1,Yes,Academic Advisor,No,2,2,No,55.21,Pass,2.93
STU-00137,2022,1,Engineering,Part-time,High School (ATAR),Male,International,21,Low (<$40k),Bachelor,None,Not Employed,79.0,13.3,3.14,No,None,No,2,2,No,59.88,Pass,2.26
STU-00138,2024,1,Engineering,Full-time,High School (ATAR),Male,Domestic,22,Lower-Mid ($40–70k),No Tertiary,Equity / Need-Based,Part-time (≤20 hrs),59.2,6.0,3.45,Yes,None,No,4,0,Yes,43.81,Fail,0.91
STU-00139,2023,2,Business,Part-time,High School (ATAR),Male,Domestic,20,Lower-Mid ($40–70k),Bachelor,Merit-Based,Part-time (≤20 hrs),66.6,17.3,3.29,Yes,None,No,2,2,No,56.36,Pass,2.42
STU-00140,2024,1,Education,Full-time,TAFE / Diploma,Female,International,18,Upper-Mid ($110–160k),Postgraduate,External,Full-time (>20 hrs),65.1,8.7,3.25,Yes,Academic Advisor,No,4,4,Yes,55.34,Pass,2.11
STU-00141,2023,4,Business,Full-time,High School (ATAR),Female,Domestic,28,Low (<$40k),TAFE / Certificate,None,Not Employed,61.7,12.1,3.97,Yes,None,No,4,0,No,51.91,Fail,1.81
STU-00142,2024,1,Health Sciences,Full-time,Transfer / Credit,Male,International,23,Low (<$40k),TAFE / Certificate,None,Part-time (≤20 hrs),82.4,15.2,2.7,Yes,Peer Tutoring,No,4,4,No,56.07,Pass,2.16
STU-00143,2024,3,Information Technology,Full-time,High School (ATAR),Male,Domestic,22,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),97.2,10.7,3.64,Yes,Peer Tutoring,No,4,4,No,70.1,Pass,2.64
STU-00144,2023,1,Health Sciences,Full-time,Transfer / Credit,Female,Domestic,23,Mid ($70–110k),TAFE / Certificate,None,Full-time (>20 hrs),83.2,15.9,2.21,Yes,Peer Tutoring,No,4,2,Yes,41.72,Fail,1.5
STU-00145,2024,4,Education,Part-time,High School (ATAR),Female,Domestic,26,Mid ($70–110k),TAFE / Certificate,External,Not Employed,79.5,22.6,2.37,Yes,Multiple Services,Yes,2,2,No,68.66,Pass,2.9
STU-00146,2022,1,Business,Full-time,High School (ATAR),Female,Domestic,25,Low (<$40k),Postgraduate,None,Part-time (≤20 hrs),76.1,7.5,2.59,Yes,Academic Advisor,No,4,4,Yes,48.78,Pass,2.92
STU-00147,2024,1,Business,Full-time,TAFE / Diploma,Male,Domestic,22,Upper-Mid ($110–160k),Bachelor,Equity / Need-Based,Not Employed,64.2,26.0,3.73,Yes,None,No,4,4,No,75.06,Pass,2.13
STU-00148,2023,4,Information Technology,Full-time,High School (ATAR),Male,International,26,High (>$160k),Bachelor,Equity / Need-Based,Not Employed,52.9,18.2,3.81,Yes,Academic Advisor,No,4,4,Yes,67.77,Pass,2.9
STU-00149,2023,1,Engineering,Part-time,International Pathway,Male,Domestic,21,Mid ($70–110k),TAFE / Certificate,None,Not Employed,59.7,12.8,3.15,Yes,Academic Advisor,No,2,2,Yes,52.98,Pass,2.37
STU-00150,2023,3,Education,Part-time,High School (ATAR),Male,Domestic,26,Lower-Mid ($40–70k),Bachelor,None,Not Employed,86.6,14.2,3.31,Yes,Multiple Services,Yes,2,2,No,71.47,Pass,2.66
STU-00151,2022,1,Business,Part-time,High School (ATAR),Female,Domestic,20,High (>$160k),No Tertiary,None,Full-time (>20 hrs),56.1,3.2,3.2,Yes,None,No,2,0,Yes,33.56,Withdrawn,0.0
STU-00152,2023,3,Information Technology,Full-time,TAFE / Diploma,Male,Domestic,22,Lower-Mid ($40–70k),Bachelor,None,Not Employed,62.8,6.6,2.5,Yes,Academic Advisor,No,4,4,Yes,52.06,Pass,2.53
STU-00153,2023,3,Arts & Humanities,Full-time,High School (ATAR),Female,Domestic,23,Upper-Mid ($110–160k),Bachelor,Merit-Based,Part-time (≤20 hrs),74.6,14.6,3.37,Yes,Multiple Services,Yes,4,4,No,70.08,Pass,2.72
STU-00154,2023,2,Engineering,Full-time,Mature Age Entry,Male,Domestic,22,Lower-Mid ($40–70k),Postgraduate,None,Not Employed,74.2,26.6,1.88,Yes,None,No,4,4,No,60.07,Pass,2.23
STU-00155,2022,2,Arts & Humanities,Part-time,TAFE / Diploma,Female,Domestic,20,Lower-Mid ($40–70k),TAFE / Certificate,None,Part-time (≤20 hrs),68.3,17.5,3.52,Yes,Counselling,Yes,2,1,No,46.01,Fail,0.79
STU-00156,2023,1,Engineering,Full-time,TAFE / Diploma,Female,International,22,Lower-Mid ($40–70k),Postgraduate,None,Not Employed,73.5,18.4,3.64,Yes,Multiple Services,Yes,4,4,No,75.16,Pass,2.8
STU-00157,2024,1,Health Sciences,Full-time,High School (ATAR),Male,International,21,High (>$160k),TAFE / Certificate,None,Not Employed,77.4,16.7,2.03,Yes,None,No,4,4,No,55.33,Pass,2.4
STU-00158,2022,4,Information Technology,Part-time,TAFE / Diploma,Female,International,28,Upper-Mid ($110–160k),No Tertiary,Merit-Based,Full-time (>20 hrs),59.8,11.7,2.67,Yes,None,No,2,0,Yes,44.24,Fail,1.4
STU-00159,2023,3,Business,Full-time,TAFE / Diploma,Female,Domestic,24,Low (<$40k),Bachelor,Merit-Based,Part-time (≤20 hrs),77.7,21.5,2.3,Yes,Multiple Services,Yes,4,4,No,62.57,Pass,2.05
STU-00160,2023,3,Engineering,Full-time,High School (ATAR),Female,Domestic,26,Upper-Mid ($110–160k),Bachelor,None,Not Employed,100.0,24.2,2.85,Yes,Peer Tutoring,No,4,4,No,79.91,Distinction,3.37
STU-00161,2023,2,Information Technology,Full-time,High School (ATAR),Female,Domestic,25,Low (<$40k),Postgraduate,None,Not Employed,63.1,19.2,3.85,No,None,No,4,4,No,69.18,Distinction,3.27
STU-00162,2022,3,Business,Part-time,High School (ATAR),Male,International,20,Lower-Mid ($40–70k),Postgraduate,Equity / Need-Based,Not Employed,89.7,16.6,2.93,Yes,Academic Advisor,No,2,2,No,68.6,Pass,2.44
STU-00163,2023,1,Engineering,Part-time,High School (ATAR),Female,International,20,Low (<$40k),TAFE / Certificate,None,Part-time (≤20 hrs),67.7,8.5,2.46,Yes,Academic Advisor,No,2,0,No,35.34,Withdrawn,0.0
STU-00164,2024,3,Health Sciences,Part-time,High School (ATAR),Female,Domestic,22,Upper-Mid ($110–160k),Bachelor,Merit-Based,Not Employed,72.6,8.6,3.4,Yes,Counselling,Yes,2,2,No,54.94,Pass,2.27
STU-00165,2022,2,Engineering,Full-time,High School (ATAR),Male,Domestic,24,High (>$160k),Postgraduate,Merit-Based,Not Employed,83.2,17.8,3.63,Yes,Counselling,Yes,4,4,No,63.0,Pass,2.54
STU-00166,2022,4,Arts & Humanities,Part-time,High School (ATAR),Male,Domestic,25,Upper-Mid ($110–160k),Bachelor,None,Not Employed,79.2,12.5,2.96,Yes,Multiple Services,Yes,2,2,No,72.4,Distinction,3.54
STU-00167,2023,1,Information Technology,Full-time,High School (ATAR),Male,International,23,Upper-Mid ($110–160k),Postgraduate,None,Part-time (≤20 hrs),68.6,8.7,3.35,Yes,None,No,4,4,No,56.82,Pass,2.86
STU-00168,2024,1,Education,Full-time,High School (ATAR),Male,Domestic,24,Lower-Mid ($40–70k),Bachelor,None,Not Employed,98.0,18.2,2.66,Yes,None,No,4,4,No,78.26,Pass,2.28
STU-00169,2024,2,Information Technology,Full-time,Transfer / Credit,Non-binary / Other,Domestic,24,Mid ($70–110k),Postgraduate,None,Full-time (>20 hrs),56.7,7.4,3.84,Yes,Multiple Services,Yes,4,2,Yes,49.36,Fail,0.88
STU-00170,2022,1,Arts & Humanities,Part-time,High School (ATAR),Female,International,21,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),82.5,17.5,3.32,Yes,Peer Tutoring,No,2,2,No,60.51,Pass,2.04
STU-00171,2024,2,Health Sciences,Part-time,International Pathway,Female,Domestic,25,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),74.9,13.0,1.35,Yes,None,No,2,1,No,45.38,Fail,0.71
STU-00172,2023,4,Education,Part-time,High School (ATAR),Female,Domestic,29,Lower-Mid ($40–70k),No Tertiary,None,Part-time (≤20 hrs),58.3,13.6,3.12,Yes,None,No,2,1,Yes,41.52,Fail,1.59
STU-00173,2022,4,Education,Part-time,TAFE / Diploma,Male,Domestic,23,Low (<$40k),No Tertiary,None,Full-time (>20 hrs),52.4,11.8,2.84,Yes,Academic Advisor,No,2,1,Yes,41.71,Fail,1.09
STU-00174,2023,4,Business,Full-time,High School (ATAR),Female,International,25,High (>$160k),Bachelor,None,Part-time (≤20 hrs),73.1,22.1,3.76,Yes,None,No,4,4,No,66.62,Pass,2.32
STU-00175,2024,2,Health Sciences,Full-time,TAFE / Diploma,Male,International,20,Lower-Mid ($40–70k),Bachelor,Merit-Based,Part-time (≤20 hrs),83.2,12.5,2.44,Yes,Peer Tutoring,No,4,4,No,52.73,Pass,2.39
STU-00176,2024,1,Business,Part-time,TAFE / Diploma,Male,International,23,High (>$160k),Bachelor,None,Full-time (>20 hrs),54.9,18.6,2.74,Yes,Peer Tutoring,No,2,1,Yes,47.45,Fail,1.17
STU-00177,2022,1,Information Technology,Full-time,High School (ATAR),Female,International,25,Mid ($70–110k),No Tertiary,Equity / Need-Based,Full-time (>20 hrs),79.4,19.5,2.72,Yes,Multiple Services,Yes,4,4,Yes,55.83,Pass,2.95
STU-00178,2023,2,Education,Part-time,Transfer / Credit,Male,Domestic,21,Mid ($70–110k),TAFE / Certificate,None,Part-time (≤20 hrs),62.8,11.8,2.71,Yes,None,No,2,2,No,48.08,Pass,2.67
STU-00179,2024,3,Engineering,Full-time,High School (ATAR),Female,Domestic,23,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),74.6,17.8,3.07,Yes,Peer Tutoring,No,4,4,No,72.85,Distinction,3.36
STU-00180,2023,3,Engineering,Part-time,TAFE / Diploma,Female,Domestic,23,Upper-Mid ($110–160k),Postgraduate,External,Not Employed,78.4,18.6,2.04,Yes,None,No,2,2,No,62.57,Pass,2.51
STU-00181,2022,2,Business,Full-time,Transfer / Credit,Male,Domestic,22,Mid ($70–110k),Postgraduate,None,Part-time (≤20 hrs),75.4,2.5,1.72,Yes,None,No,4,1,Yes,35.37,Fail,0.66
STU-00182,2022,2,Information Technology,Full-time,High School (ATAR),Female,Domestic,20,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),57.6,8.0,3.31,Yes,Multiple Services,Yes,4,4,Yes,50.95,Pass,2.24
STU-00183,2022,1,Arts & Humanities,Full-time,High School (ATAR),Male,International,21,High (>$160k),No Tertiary,External,Part-time (≤20 hrs),78.0,12.6,3.65,Yes,None,No,4,4,No,55.11,Pass,2.12
STU-00184,2022,2,Business,Full-time,High School (ATAR),Female,Domestic,24,Low (<$40k),Bachelor,Merit-Based,Full-time (>20 hrs),77.5,9.7,3.59,Yes,None,No,4,4,Yes,46.32,Pass,2.33
STU-00185,2022,2,Information Technology,Full-time,High School (ATAR),Female,Domestic,23,High (>$160k),TAFE / Certificate,Merit-Based,Not Employed,61.5,18.8,3.64,Yes,Academic Advisor,No,4,4,No,68.47,Distinction,3.14
STU-00186,2022,2,Health Sciences,Full-time,Transfer / Credit,Male,International,21,Lower-Mid ($40–70k),No Tertiary,External,Not Employed,58.1,7.5,1.66,Yes,Multiple Services,Yes,4,1,Yes,36.45,Fail,1.28
STU-00187,2022,3,Education,Part-time,Mature Age Entry,Female,Domestic,23,Lower-Mid ($40–70k),Postgraduate,None,Not Employed,70.5,5.4,4.0,Yes,Academic Advisor,No,2,2,Yes,55.3,Pass,2.13
STU-00188,2023,1,Education,Full-time,Transfer / Credit,Female,Domestic,23,High (>$160k),No Tertiary,None,Not Employed,93.8,12.9,2.86,Yes,Multiple Services,Yes,4,4,No,65.4,Pass,2.33
STU-00189,2023,4,Engineering,Part-time,TAFE / Diploma,Male,International,21,Mid ($70–110k),Postgraduate,Equity / Need-Based,Full-time (>20 hrs),55.4,14.5,1.78,Yes,Multiple Services,Yes,2,1,Yes,42.68,Fail,0.61
STU-00190,2024,2,Health Sciences,Full-time,Mature Age Entry,Male,Domestic,20,Lower-Mid ($40–70k),No Tertiary,None,Part-time (≤20 hrs),59.7,19.6,3.63,Yes,None,No,4,0,Yes,49.88,Fail,1.32
STU-00191,2022,2,Education,Full-time,Mature Age Entry,Male,Domestic,20,Lower-Mid ($40–70k),Postgraduate,Equity / Need-Based,Full-time (>20 hrs),69.5,20.9,2.42,Yes,Counselling,Yes,4,1,Yes,44.51,Fail,0.78
STU-00192,2024,2,Engineering,Part-time,TAFE / Diploma,Male,Domestic,24,Low (<$40k),No Tertiary,None,Part-time (≤20 hrs),73.8,12.5,3.06,No,Academic Advisor,No,2,1,No,49.68,Fail,1.4
STU-00193,2022,3,Arts & Humanities,Part-time,TAFE / Diploma,Male,Domestic,25,Lower-Mid ($40–70k),Postgraduate,None,Full-time (>20 hrs),89.6,8.7,3.93,Yes,None,No,2,1,No,38.36,Fail,1.48
STU-00194,2022,1,Health Sciences,Full-time,High School (ATAR),Female,Domestic,27,Mid ($70–110k),Bachelor,Merit-Based,Part-time (≤20 hrs),72.3,23.6,3.47,Yes,Academic Advisor,No,4,4,No,65.59,Pass,2.13
STU-00195,2022,2,Business,Part-time,High School (ATAR),Male,International,23,Mid ($70–110k),Postgraduate,None,Part-time (≤20 hrs),68.5,3.1,3.1,Yes,Academic Advisor,No,2,1,Yes,46.21,Fail,1.83
STU-00196,2023,3,Business,Part-time,High School (ATAR),Female,International,23,Upper-Mid ($110–160k),Bachelor,None,Part-time (≤20 hrs),66.0,17.9,2.49,Yes,Academic Advisor,No,2,2,No,63.2,Pass,2.13
STU-00197,2023,2,Engineering,Full-time,International Pathway,Female,Domestic,23,Mid ($70–110k),No Tertiary,None,Part-time (≤20 hrs),52.0,14.6,2.81,Yes,Academic Advisor,No,4,3,Yes,46.85,Fail,0.96
STU-00198,2022,1,Arts & Humanities,Part-time,TAFE / Diploma,Female,Domestic,25,Low (<$40k),Postgraduate,None,Part-time (≤20 hrs),77.9,13.2,3.95,Yes,Academic Advisor,No,2,2,No,58.6,Pass,2.11
STU-00199,2022,1,Health Sciences,Part-time,High School (ATAR),Female,Domestic,20,Mid ($70–110k),Bachelor,Merit-Based,Not Employed,70.2,16.3,2.41,Yes,None,No,2,2,No,53.77,Pass,2.81
STU-00200,2023,4,Business,Part-time,High School (ATAR),Female,Domestic,28,High (>$160k),TAFE / Certificate,Equity / Need-Based,Part-time (≤20 hrs),74.3,11.8,3.66,Yes,Academic Advisor,No,2,2,No,61.58,Pass,2.45
STU-00201,2024,2,Health Sciences,Part-time,High School (ATAR),Male,International,22,Lower-Mid ($40–70k),TAFE / Certificate,None,Full-time (>20 hrs),54.6,13.4,3.49,Yes,None,No,2,0,Yes,29.79,Fail,1.01
STU-00202,2023,3,Information Technology,Part-time,High School (ATAR),Male,International,23,Low (<$40k),Postgraduate,None,Not Employed,68.5,10.0,4.0,Yes,None,No,2,2,No,55.72,Pass,2.64
STU-00203,2023,4,Engineering,Full-time,High School (ATAR),Female,International,26,Mid ($70–110k),Bachelor,External,Not Employed,72.0,3.7,4.0,Yes,Academic Advisor,No,4,4,Yes,66.35,Pass,2.82
STU-00204,2023,1,Engineering,Full-time,High School (ATAR),Female,International,21,Mid ($70–110k),TAFE / Certificate,External,Part-time (≤20 hrs),100.0,14.6,3.43,Yes,None,No,4,4,No,72.03,Pass,2.38
STU-00205,2022,2,Engineering,Full-time,TAFE / Diploma,Male,Domestic,25,Mid ($70–110k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),94.0,11.3,2.01,Yes,Academic Advisor,No,4,4,No,60.52,Pass,2.87
STU-00206,2023,1,Health Sciences,Full-time,High School (ATAR),Male,Domestic,24,Upper-Mid ($110–160k),No Tertiary,None,Part-time (≤20 hrs),75.1,8.8,2.62,Yes,Academic Advisor,No,4,2,No,44.94,Fail,1.98
STU-00207,2022,2,Business,Part-time,Mature Age Entry,Male,International,29,Low (<$40k),No Tertiary,None,Not Employed,54.6,18.1,3.7,Yes,None,No,2,1,Yes,35.95,Fail,1.99
STU-00208,2024,3,Engineering,Full-time,High School (ATAR),Non-binary / Other,Domestic,23,Upper-Mid ($110–160k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),88.2,11.8,3.37,Yes,Academic Advisor,No,4,4,No,68.46,Pass,2.61
STU-00209,2023,4,Health Sciences,Full-time,High School (ATAR),Female,International,25,Upper-Mid ($110–160k),Bachelor,None,Part-time (≤20 hrs),84.7,19.2,3.91,Yes,None,No,4,4,No,77.69,Pass,2.58
STU-00210,2022,2,Business,Full-time,High School (ATAR),Female,International,24,Lower-Mid ($40–70k),Bachelor,None,Full-time (>20 hrs),53.6,14.8,3.49,Yes,None,No,4,2,Yes,33.19,Fail,1.1
STU-00211,2022,3,Health Sciences,Full-time,High School (ATAR),Male,Domestic,26,Low (<$40k),Bachelor,None,Part-time (≤20 hrs),71.3,19.3,3.06,Yes,Academic Advisor,No,4,4,No,63.15,Pass,2.78
STU-00212,2023,1,Health Sciences,Part-time,High School (ATAR),Female,Domestic,21,Low (<$40k),TAFE / Certificate,None,Part-time (≤20 hrs),69.7,8.2,3.27,No,Peer Tutoring,No,2,2,No,51.46,Pass,2.6
STU-00213,2022,1,Education,Full-time,High School (ATAR),Female,Domestic,21,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),71.2,18.3,3.2,Yes,None,No,4,4,No,52.54,Pass,2.97
STU-00214,2023,1,Health Sciences,Part-time,International Pathway,Male,Domestic,23,Mid ($70–110k),Bachelor,None,Not Employed,79.8,9.0,3.64,Yes,Peer Tutoring,No,2,2,No,55.72,Pass,2.72
STU-00215,2022,1,Health Sciences,Full-time,International Pathway,Male,Domestic,21,Lower-Mid ($40–70k),No Tertiary,None,Full-time (>20 hrs),78.3,16.6,1.94,Yes,Peer Tutoring,No,4,4,Yes,42.73,Pass,2.16
STU-00216,2022,3,Business,Full-time,High School (ATAR),Female,International,23,Mid ($70–110k),No Tertiary,Equity / Need-Based,Part-time (≤20 hrs),77.3,16.7,3.17,Yes,Peer Tutoring,No,4,4,No,51.59,Pass,2.96
STU-00217,2024,2,Information Technology,Full-time,High School (ATAR),Female,International,23,Lower-Mid ($40–70k),No Tertiary,None,Not Employed,77.6,27.3,3.8,Yes,Multiple Services,Yes,4,4,No,71.04,Pass,2.37
STU-00218,2022,1,Arts & Humanities,Full-time,TAFE / Diploma,Female,Domestic,21,Lower-Mid ($40–70k),Bachelor,Merit-Based,Part-time (≤20 hrs),67.5,21.0,3.77,Yes,None,No,4,4,No,65.71,Pass,2.16
STU-00219,2022,1,Engineering,Full-time,Transfer / Credit,Male,Domestic,20,Mid ($70–110k),No Tertiary,None,Part-time (≤20 hrs),75.2,16.7,3.29,Yes,Peer Tutoring,No,4,4,No,56.24,Pass,2.86
STU-00220,2023,3,Business,Full-time,High School (ATAR),Male,Domestic,22,Mid ($70–110k),TAFE / Certificate,None,Part-time (≤20 hrs),84.7,23.3,4.0,Yes,None,No,4,4,No,74.88,Distinction,3.24
STU-00221,2022,1,Engineering,Full-time,Transfer / Credit,Female,International,24,Upper-Mid ($110–160k),Postgraduate,Equity / Need-Based,Not Employed,56.7,12.2,3.03,Yes,Academic Advisor,No,4,2,Yes,46.27,Fail,1.66
STU-00222,2022,2,Business,Full-time,International Pathway,Male,Domestic,21,Upper-Mid ($110–160k),Bachelor,External,Full-time (>20 hrs),81.5,10.2,3.0,Yes,Peer Tutoring,No,4,4,Yes,55.63,Pass,2.11
STU-00223,2023,4,Engineering,Full-time,TAFE / Diploma,Female,Domestic,26,High (>$160k),Postgraduate,Equity / Need-Based,Part-time (≤20 hrs),57.2,18.9,2.75,Yes,None,No,4,1,Yes,45.89,Fail,1.48
STU-00224,2024,1,Business,Full-time,International Pathway,Male,Domestic,19,Lower-Mid ($40–70k),TAFE / Certificate,None,Not Employed,92.1,15.9,1.73,Yes,Counselling,Yes,4,4,No,59.15,Pass,2.15
STU-00225,2023,4,Business,Part-time,High School (ATAR),Female,Domestic,20,Mid ($70–110k),No Tertiary,None,Part-time (≤20 hrs),54.7,14.8,2.89,Yes,None,No,2,0,Yes,43.05,Fail,1.43
STU-00226,2024,1,Arts & Humanities,Part-time,Mature Age Entry,Male,International,17,Upper-Mid ($110–160k),Bachelor,None,Part-time (≤20 hrs),57.9,22.0,2.21,Yes,None,No,2,1,Yes,42.94,Fail,1.09
STU-00227,2023,3,Engineering,Full-time,High School (ATAR),Male,Domestic,26,Lower-Mid ($40–70k),Bachelor,Merit-Based,Not Employed,61.9,25.9,2.4,Yes,Counselling,Yes,4,4,No,66.77,Pass,2.54
STU-00228,2023,2,Health Sciences,Full-time,High School (ATAR),Female,Domestic,24,Lower-Mid ($40–70k),No Tertiary,External,Not Employed,93.3,16.4,2.82,Yes,None,No,4,4,No,59.01,Pass,2.22
STU-00229,2023,3,Engineering,Full-time,Mature Age Entry,Female,Domestic,18,High (>$160k),Bachelor,None,Part-time (≤20 hrs),71.0,11.0,3.44,Yes,None,No,4,1,No,48.61,Fail,1.5
STU-00230,2024,3,Health Sciences,Full-time,High School (ATAR),Male,International,23,Lower-Mid ($40–70k),TAFE / Certificate,Merit-Based,Part-time (≤20 hrs),87.1,19.3,3.27,Yes,None,No,4,4,No,64.06,Pass,2.25
